No;Wind (m/s);Temp (°C);Stability;Rate In (kL/jam);Rate in (m3/s);T_eff (menit);Thickness (mm);Volume (m3);Area(m2);Zone Red (m);Zone orange (m);Zone yellow (m)
911;5;25;F;250;0.069444444;30;10;125;12500;149;194;337
912;5;25;F;250;0.069444444;30;20;125;6250;107;139;245
913;5;25;F;250;0.069444444;45;6;187.5;31250;233;301;543
914;5;25;F;250;0.069444444;45;10;187.5;18750;183;273;417
915;5;25;F;250;0.069444444;45;20;187.5;9375;130;171;298
916;5;25;F;350;0.097222222;2;6;11.66666667;1944.444444;58;75;133
917;5;25;F;350;0.097222222;2;10;11.66666667;1166.666667;45;60;104
918;5;25;F;350;0.097222222;2;20;11.66666667;583.3333333;33;43;75
919;5;25;F;350;0.097222222;5;6;29.16666667;4861.111111;91;119;211
920;5;25;F;350;0.097222222;5;10;29.16666667;2916.666667;72;93;166
921;5;25;F;350;0.097222222;5;20;29.16666667;1458.333333;52;67;119
922;5;25;F;350;0.097222222;15;5;87.5;17500;174;227;403
923;5;25;F;350;0.097222222;15;10;87.5;8750;124;162;284
924;5;25;F;350;0.097222222;15;20;87.5;4375;89;116;206
925;5;25;F;350;0.097222222;30;6;175;29166.66667;226;291;524
926;5;25;F;350;0.097222222;30;10;175;17500;176;229;402
927;5;25;F;350;0.097222222;30;20;175;8750;126;164;288
928;5;25;F;350;0.097222222;45;9;262.5;29166.66667;227;293;523
929;5;25;F;350;0.097222222;45;10;262.5;26250;216;279;496
930;5;25;F;350;0.097222222;45;20;262.5;13125;155;202;348
931;5;25;F;550;0.152777778;2;5.5;18.33333333;3333.333333;76;99;175
932;5;25;F;550;0.152777778;2;10;18.33333333;1833.333333;57;74;131
933;5;25;F;550;0.152777778;2;20;18.33333333;916.6666667;41;53;94
934;5;25;F;550;0.152777778;5;5;45.83333333;9166.666667;125;164;288
935;5;25;F;550;0.152777778;5;10;45.83333333;4583.333333;90;117;207
936;5;25;F;550;0.152777778;5;20;45.83333333;2291.666667;64;84;149
937;5;25;F;550;0.152777778;15;5;137.5;27500;219;283;510
938;5;25;F;550;0.152777778;15;10;137.5;13750;156;204;354
939;5;25;F;550;0.152777778;15;20;137.5;6875;111;146;257
940;5;25;F;550;0.152777778;30;9;275;30555.55556;232;299;536
941;5;25;F;550;0.152777778;30;15;275;18333.33333;182;237;412
942;5;25;F;550;0.152777778;30;20;275;13750;158;207;356
943;5;25;F;550;0.152777778;45;14;412.5;29464.28571;230;297;526
944;5;25;F;550;0.152777778;45;19;412.5;21710.52632;199;258;451
945;5;25;F;550;0.152777778;45;24;412.5;17187.5;178;231;401
946;5;27;B;250;0.069444444;2;5;8.333333333;1666.666667;23;23;30
947;5;27;B;250;0.069444444;2;10;8.333333333;833.3333333;16;16;22
948;5;27;B;250;0.069444444;2;20;8.333333333;416.6666667;11;11;16
949;5;27;B;250;0.069444444;5;5;20.83333333;4166.666667;36;36;47
950;5;27;B;250;0.069444444;5;10;20.83333333;2083.333333;26;26;34
951;5;27;B;250;0.069444444;5;20;20.83333333;1041.666667;18;18;25
952;5;27;B;250;0.069444444;15;5;62.5;12500;63;63;79
953;5;27;B;250;0.069444444;15;10;62.5;6250;45;45;58
954;5;27;B;250;0.069444444;15;20;62.5;3125;31;32;42
955;5;27;B;250;0.069444444;30;5;125;25000;89;89;110
956;5;27;B;250;0.069444444;30;10;125;12500;63;63;80
957;5;27;B;250;0.069444444;30;20;125;6250;45;45;58
958;5;27;B;250;0.069444444;45;6;187.5;31250;100;100;122
959;5;27;B;250;0.069444444;45;10;187.5;18750;77;77;97
960;5;27;B;250;0.069444444;45;20;187.5;9375;55;55;71
961;5;27;B;350;0.097222222;2;6;11.66666667;1944.444444;25;25;33
962;5;27;B;350;0.097222222;2;10;11.66666667;1166.666667;19;19;26
963;5;27;B;350;0.097222222;2;20;11.66666667;583.3333333;14;14;19
964;5;27;B;350;0.097222222;5;6;29.16666667;4861.111111;39;39;50
965;5;27;B;350;0.097222222;5;10;29.16666667;2916.666667;30;30;40
966;5;27;B;350;0.097222222;5;20;29.16666667;1458.333333;22;22;29
967;5;27;B;350;0.097222222;15;5;87.5;17500;75;75;93
968;5;27;B;350;0.097222222;15;10;87.5;8750;53;53;67
969;5;27;B;350;0.097222222;15;20;87.5;4375;38;38;49
970;5;27;B;350;0.097222222;30;6;175;29166.66667;96;96;118
971;5;27;B;350;0.097222222;30;10;175;17500;75;75;94
972;5;27;B;350;0.097222222;30;20;175;8750;53;53;69
973;5;27;B;350;0.097222222;45;9;262.5;29166.66667;96;96;119
974;5;27;B;350;0.097222222;45;13;262.5;20192.30769;80;80;101
975;5;27;B;350;0.097222222;45;20;262.5;13125;64;65;83
976;5;27;B;550;0.152777778;2;6;18.33333333;3055.555556;31;31;41
977;5;27;B;550;0.152777778;2;10;18.33333333;1833.333333;24;24;32
978;5;27;B;550;0.152777778;2;20;18.33333333;916.6666667;17;17;23
979;5;27;B;550;0.152777778;5;5;45.83333333;9166.666667;54;54;68
980;5;27;B;550;0.152777778;5;10;45.83333333;4583.333333;38;38;50
981;5;27;B;550;0.152777778;5;20;45.83333333;2291.666667;27;27;36
982;5;27;B;550;0.152777778;15;5;137.5;27500;94;94;115
983;5;27;B;550;0.152777778;15;10;137.5;13750;66;66;84
984;5;27;B;550;0.152777778;15;20;137.5;6875;47;47;61
985;5;27;B;550;0.152777778;30;9;275;30555.55556;99;99;122
986;5;27;B;550;0.152777778;30;13;275;21153.84615;82;82;103
987;5;27;B;550;0.152777778;30;23;275;11956.52174;62;62;80
988;5;27;B;550;0.152777778;45;14;412.5;29464.28571;97;97;121
989;5;27;B;550;0.152777778;45;19;412.5;21710.52632;82;83;105
990;5;27;B;550;0.152777778;45;23;412.5;17934.78261;75;76;97
991;5;27;D;250;0.069444444;2;5;8.333333333;1666.666667;27;34;59
992;5;27;D;250;0.069444444;2;10;8.333333333;833.3333333;19;25;43
993;5;27;D;250;0.069444444;2;20;8.333333333;416.6666667;14;18;31
994;5;27;D;250;0.069444444;5;5;20.83333333;4166.666667;41;53;92
995;5;27;D;250;0.069444444;5;10;20.83333333;2083.333333;30;38;67
996;5;27;D;250;0.069444444;5;20;20.83333333;1041.666667;22;28;49
997;5;27;D;250;0.069444444;15;5;62.5;12500;70;90;157
998;5;27;D;250;0.069444444;15;10;62.5;6250;50;65;113
999;5;27;D;250;0.069444444;15;20;62.5;3125;37;47;82
1000;5;27;D;250;0.069444444;30;5;125;25000;98;127;221
1001;5;27;D;250;0.069444444;30;10;125;12500;70;91;159
1002;5;27;D;250;0.069444444;30;20;125;6250;51;66;115
1003;5;27;D;250;0.069444444;45;6;187.5;31250;109;141;247
1004;5;27;D;250;0.069444444;45;10;187.5;18750;86;111;194
1005;5;27;D;250;0.069444444;45;20;187.5;9375;63;81;140
1006;5;27;D;350;0.097222222;2;5.5;11.66666667;2121.212121;30;38;66
1007;5;27;D;350;0.097222222;2;10;11.66666667;1166.666667;22;29;50
1008;5;27;D;350;0.097222222;2;20;11.66666667;583.3333333;16;21;36
1009;5;27;D;350;0.097222222;5;6;29.16666667;4861.111111;44;57;99
1010;5;27;D;350;0.097222222;5;10;29.16666667;2916.666667;35;45;78
1011;5;27;D;350;0.097222222;5;20;29.16666667;1458.333333;25;33;57
1012;5;27;D;350;0.097222222;15;5;87.5;17500;82;107;185
1013;5;27;D;350;0.097222222;15;10;87.5;8750;60;77;134
1014;5;27;D;350;0.097222222;15;20;87.5;4375;43;56;97
1015;5;27;D;350;0.097222222;30;6;175;29166.66667;105;136;239
1016;5;27;D;350;0.097222222;30;10;175;17500;83;108;188
1017;5;27;D;350;0.097222222;30;20;175;8750;60;78;136
1018;5;27;D;350;0.097222222;45;9;262.5;29166.66667;107;138;241
1019;5;27;D;350;0.097222222;45;10;262.5;26250;101;131;229
1020;5;27;D;350;0.097222222;45;20;262.5;13125;74;95;166
1021;5;27;D;550;0.152777778;2;6;18.33333333;3055.555556;35;45;79
1022;5;27;D;550;0.152777778;2;10;18.33333333;1833.333333;28;36;63
1023;5;27;D;550;0.152777778;2;20;18.33333333;916.6666667;20;26;45
1024;5;27;D;550;0.152777778;5;5;45.83333333;9166.666667;60;78;135
1025;5;27;D;550;0.152777778;5;10;45.83333333;4583.333333;44;56;97
1026;5;27;D;550;0.152777778;5;20;45.83333333;2291.666667;31;41;71
1027;5;27;D;550;0.152777778;15;5;137.5;27500;102;133;232
1028;5;27;D;550;0.152777778;15;10;137.5;13750;74;96;167
1029;5;27;D;550;0.152777778;15;20;137.5;6875;53;69;121
1030;5;27;D;550;0.152777778;30;9;275;30555.55556;109;141;246
1031;5;27;D;550;0.152777778;30;10;275;27500;103;134;235
1032;5;27;D;550;0.152777778;30;20;275;13750;75;97;169
1033;5;27;D;550;0.152777778;45;14;412.5;29464.28571;108;139;244
1034;5;27;D;550;0.152777778;45;18;412.5;22916.66667;96;124;217
1035;5;27;D;550;0.152777778;45;23;412.5;17934.78261;86;111;193
1036;5;27;F;250;0.069444444;2;5;8.333333333;1666.666667;56;73;129
1037;5;27;F;250;0.069444444;2;10;8.333333333;833.3333333;41;53;92
1038;5;27;F;250;0.069444444;2;20;8.333333333;416.6666667;30;38;67
1039;5;27;F;250;0.069444444;5;5;20.83333333;4166.666667;89;116;205
1040;5;27;F;250;0.069444444;5;10;20.83333333;2083.333333;64;83;147
1041;5;27;F;250;0.069444444;5;20;20.83333333;1041.666667;46;60;105
1042;5;27;F;250;0.069444444;15;5;62.5;12500;154;201;355
1043;5;27;F;250;0.069444444;15;10;62.5;6250;110;144;253
1044;5;27;F;250;0.069444444;15;20;62.5;3125;79;103;183
1045;5;27;F;250;0.069444444;30;5;125;25000;218;282;509
1046;5;27;F;250;0.069444444;30;10;125;12500;156;204;354
1047;5;27;F;250;0.069444444;30;20;125;6250;112;146;257
1048;5;27;F;250;0.069444444;45;6;187.5;31250;244;315;569
1049;5;27;F;250;0.069444444;45;10;187.5;18750;191;249;437
1050;5;27;F;250;0.069444444;45;20;187.5;9375;137;179;311
1051;5;27;F;350;0.097222222;2;6;11.66666667;1944.444444;61;79;140
1052;5;27;F;350;0.097222222;2;10;11.66666667;1166.666667;48;62;110
1053;5;27;F;350;0.097222222;2;20;11.66666667;583.3333333;34;45;79
1054;5;27;F;350;0.097222222;5;6;29.16666667;4861.111111;96;125;221
1055;5;27;F;350;0.097222222;5;10;29.16666667;2916.666667;75;98;174
1056;5;27;F;350;0.097222222;5;20;29.16666667;1458.333333;54;70;124
1057;5;27;F;350;0.097222222;15;5;87.5;17500;183;238;423
1058;5;27;F;350;0.097222222;15;10;87.5;8750;130;171;298
1059;5;27;F;350;0.097222222;15;20;87.5;4375;94;122;216
1060;5;27;F;350;0.097222222;30;6;175;29166.66667;236;304;550
1061;5;27;F;350;0.097222222;30;10;175;17500;185;240;422
1062;5;27;F;350;0.097222222;30;20;175;8750;133;173;301
1063;5;27;F;350;0.097222222;45;9;262.5;29166.66667;238;307;549
1064;5;27;F;350;0.097222222;45;13;262.5;20192.30769;200;259;454
1065;5;27;F;350;0.097222222;45;20;262.5;13125;163;212;364
1066;5;27;F;550;0.152777778;2;6;18.33333333;3055.555556;76;99;175
1067;5;27;F;550;0.152777778;2;10;18.33333333;1833.333333;60;78;138
1068;5;27;F;550;0.152777778;2;20;18.33333333;916.6666667;43;56;99
1069;5;27;F;550;0.152777778;5;5;45.83333333;9166.666667;132;172;301
1070;5;27;F;550;0.152777778;5;10;45.83333333;4583.333333;94;123;218
1071;5;27;F;550;0.152777778;5;20;45.83333333;2291.666667;68;88;157
1072;5;27;F;550;0.152777778;15;5;137.5;27500;229;296;534
1073;5;27;F;550;0.152777778;15;10;137.5;13750;164;213;372
1074;5;27;F;550;0.152777778;15;20;137.5;6875;117;153;269
1075;5;27;F;550;0.152777778;30;9;275;30555.55556;243;313;562
1076;5;27;F;550;0.152777778;30;14;275;19642.85714;197;256;448
1077;5;27;F;550;0.152777778;30;20;275;13750;166;217;373
1078;5;27;F;550;0.152777778;45;14;412.5;29464.28571;241;310;551
1079;5;27;F;550;0.152777778;45;18;412.5;22916.66667;215;277;486
1080;5;27;F;550;0.152777778;45;22;412.5;18750;195;252;440
1081;5;30;B;250;0.069444444;2;5;8.333333333;1666.666667;23;23;33
1082;5;30;B;250;0.069444444;2;10;8.333333333;833.3333333;16;16;23
1083;5;30;B;250;0.069444444;2;20;8.333333333;416.6666667;11;11;17
1084;5;30;B;250;0.069444444;5;5;20.83333333;4166.666667;36;36;50
1085;5;30;B;250;0.069444444;5;10;20.83333333;2083.333333;26;26;36
1086;5;30;B;250;0.069444444;5;20;20.83333333;1041.666667;18;18;27
1087;5;30;B;250;0.069444444;15;5;62.5;12500;63;63;85
1088;5;30;B;250;0.069444444;15;10;62.5;6250;45;45;62
1089;5;30;B;250;0.069444444;15;20;62.5;3125;31;32;45
1090;5;30;B;250;0.069444444;30;5;125;25000;89;89;117
1091;5;30;B;250;0.069444444;30;10;125;12500;63;63;86
1092;5;30;B;250;0.069444444;30;20;125;6250;45;45;63
1093;5;30;B;250;0.069444444;45;6;187.5;31250;100;100;130
1094;5;30;B;250;0.069444444;45;10;187.5;18750;77;77;104
1095;5;30;B;250;0.069444444;45;20;187.5;9375;55;55;76
1096;5;30;B;350;0.097222222;2;6;11.66666667;1944.444444;25;25;35
1097;5;30;B;350;0.097222222;2;10;11.66666667;1166.666667;19;19;28
1098;5;30;B;350;0.097222222;2;20;11.66666667;583.3333333;14;14;20
1099;5;30;B;350;0.097222222;5;6;29.16666667;4861.111111;39;39;54
1100;5;30;B;350;0.097222222;5;10;29.16666667;2916.666667;30;30;43
1101;5;30;B;350;0.097222222;5;20;29.16666667;1458.333333;22;22;31
1102;5;30;B;350;0.097222222;15;5;87.5;17500;75;75;99
1103;5;30;B;350;0.097222222;15;10;87.5;8750;53;53;72
1104;5;30;B;350;0.097222222;15;20;87.5;4375;38;38;53
1105;5;30;B;350;0.097222222;30;6;175;29166.66667;96;96;127
1106;5;30;B;350;0.097222222;30;10;175;17500;75;75;100
1107;5;30;B;350;0.097222222;30;20;175;8750;53;53;74
1108;5;30;B;350;0.097222222;45;9;262.5;29166.66667;96;96;127
1109;5;30;B;350;0.097222222;45;13;262.5;20192.30769;80;80;108
1110;5;30;B;350;0.097222222;45;20;262.5;13125;64;65;89
1111;5;30;B;550;0.152777778;2;5.5;18.33333333;3333.333333;33;33;45
1112;5;30;B;550;0.152777778;2;10;18.33333333;1833.333333;24;24;34
1113;5;30;B;550;0.152777778;2;20;18.33333333;916.6666667;17;17;25
1114;5;30;B;550;0.152777778;5;5;45.83333333;9166.666667;54;54;73
1115;5;30;B;550;0.152777778;5;10;45.83333333;4583.333333;38;38;53
1116;5;30;B;550;0.152777778;5;20;45.83333333;2291.666667;27;27;39
1117;5;30;B;550;0.152777778;15;5;137.5;27500;94;94;123
1118;5;30;B;550;0.152777778;15;10;137.5;13750;66;66;89
1119;5;30;B;550;0.152777778;15;20;137.5;6875;47;47;66
1120;5;30;B;550;0.152777778;30;9;275;30555.55556;99;99;130
1121;5;30;B;550;0.152777778;30;14;275;19642.85714;79;79;107
1122;5;30;B;550;0.152777778;30;20;275;13750;66;66;91
1123;5;30;B;550;0.152777778;45;14;412.5;29464.28571;97;97;130
1124;5;30;B;550;0.152777778;45;18;412.5;22916.66667;85;85;116
1125;5;30;B;550;0.152777778;45;24;412.5;17187.5;74;74;102
1126;5;30;D;250;0.069444444;2;5;8.333333333;1666.666667;28;36;63
1127;5;30;D;250;0.069444444;2;10;8.333333333;833.3333333;20;27;45
1128;5;30;D;250;0.069444444;2;20;8.333333333;416.6666667;15;19;33
1129;5;30;D;250;0.069444444;5;5;20.83333333;4166.666667;44;56;99
1130;5;30;D;250;0.069444444;5;10;20.83333333;2083.333333;32;41;71
1131;5;30;D;250;0.069444444;5;20;20.83333333;1041.666667;23;30;52
1132;5;30;D;250;0.069444444;15;5;62.5;12500;75;97;168
1133;5;30;D;250;0.069444444;15;10;62.5;6250;54;70;122
1134;5;30;D;250;0.069444444;15;20;62.5;3125;39;51;88
1135;5;30;D;250;0.069444444;30;5;125;25000;105;135;237
1136;5;30;D;250;0.069444444;30;10;125;12500;75;98;171
1137;5;30;D;250;0.069444444;30;20;125;6250;55;71;124
1138;5;30;D;250;0.069444444;45;6;187.5;31250;117;151;265
1139;5;30;D;250;0.069444444;45;10;187.5;18750;92;119;208
1140;5;30;D;250;0.069444444;45;20;187.5;9375;67;86;150
1141;5;30;D;350;0.097222222;2;6;11.66666667;1944.444444;30;39;68
1142;5;30;D;350;0.097222222;2;10;11.66666667;1166.666667;24;31;54
1143;5;30;D;350;0.097222222;2;20;11.66666667;583.3333333;17;23;39
1144;5;30;D;350;0.097222222;5;5.5;29.16666667;5303.030303;49;64;111
1145;5;30;D;350;0.097222222;5;10;29.16666667;2916.666667;38;49;84
1146;5;30;D;350;0.097222222;5;20;29.16666667;1458.333333;27;35;61
1147;5;30;D;350;0.097222222;15;5;87.5;17500;88;114;199
1148;5;30;D;350;0.097222222;15;10;87.5;8750;64;82;143
1149;5;30;D;350;0.097222222;15;20;87.5;4375;46;60;104
1150;5;30;D;350;0.097222222;30;6;175;29166.66667;113;146;256
1151;5;30;D;350;0.097222222;30;10;175;17500;89;115;201
1152;5;30;D;350;0.097222222;30;20;175;8750;64;84;146
1153;5;30;D;350;0.097222222;45;9;262.5;29166.66667;114;147;258
1154;5;30;D;350;0.097222222;45;10;262.5;26250;108;141;246
1155;5;30;D;350;0.097222222;45;20;262.5;13125;78;102;178
1156;5;30;D;550;0.152777778;2;5.5;18.33333333;3333.333333;39;51;88
1157;5;30;D;550;0.152777778;2;10;18.33333333;1833.333333;30;39;67
1158;5;30;D;550;0.152777778;2;20;18.33333333;916.6666667;22;28;49
1159;5;30;D;550;0.152777778;5;5;45.83333333;9166.666667;64;83;144
1160;5;30;D;550;0.152777778;5;10;45.83333333;4583.333333;47;60;105
1161;5;30;D;550;0.152777778;5;20;45.83333333;2291.666667;34;44;76
1162;5;30;D;550;0.152777778;15;5;137.5;27500;110;142;248
1163;5;30;D;550;0.152777778;15;10;137.5;13750;79;102;179
1164;5;30;D;550;0.152777778;15;20;137.5;6875;58;74;130
1165;5;30;D;550;0.152777778;30;9;275;30555.55556;116;151;265
1166;5;30;D;550;0.152777778;30;14;275;19642.85714;95;123;215
1167;5;30;D;550;0.152777778;30;20;275;13750;80;104;182
1168;5;30;D;550;0.152777778;45;14;412.5;29464.28571;116;150;262
1169;5;30;D;550;0.152777778;45;18;412.5;22916.66667;103;133;233
1170;5;30;D;550;0.152777778;45;20;412.5;20625;98;127;222
1171;5;30;F;250;0.069444444;2;5;8.333333333;1666.666667;60;78;138
1172;5;30;F;250;0.069444444;2;10;8.333333333;833.3333333;44;56;99
1173;5;30;F;250;0.069444444;2;20;8.333333333;416.6666667;31;41;72
1174;5;30;F;250;0.069444444;5;5;20.83333333;4166.666667;95;124;219
1175;5;30;F;250;0.069444444;5;10;20.83333333;2083.333333;68;89;157
1176;5;30;F;250;0.069444444;5;20;20.83333333;1041.666667;49;64;113
1177;5;30;F;250;0.069444444;15;5;62.5;12500;166;216;381
1178;5;30;F;250;0.069444444;15;10;62.5;6250;118;154;271
1179;5;30;F;250;0.069444444;15;20;62.5;3125;85;111;196
1180;5;30;F;250;0.069444444;30;5;125;25000;234;302;546
1181;5;30;F;250;0.069444444;30;10;125;12500;168;218;381
1182;5;30;F;250;0.069444444;30;20;125;6250;121;157;275
1183;5;30;F;250;0.069444444;45;6;187.5;31250;261;339;613
1184;5;30;F;250;0.069444444;45;10;187.5;18750;205;266;470
1185;5;30;F;250;0.069444444;45;20;187.5;9375;147;193;333
1186;5;30;F;350;0.097222222;2;6;11.66666667;1944.444444;65;85;150
1187;5;30;F;350;0.097222222;2;10;11.66666667;1166.666667;52;67;117
1188;5;30;F;350;0.097222222;2;20;11.66666667;583.3333333;37;49;85
1189;5;30;F;350;0.097222222;5;6;29.16666667;4861.111111;103;134;237
1190;5;30;F;350;0.097222222;5;10;29.16666667;2916.666667;81;105;186
1191;5;30;F;350;0.097222222;5;20;29.16666667;1458.333333;58;76;134
1192;5;30;F;350;0.097222222;15;5;87.5;17500;196;254;454
1193;5;30;F;350;0.097222222;15;10;87.5;8750;140;183;318
1194;5;30;F;350;0.097222222;15;20;87.5;4375;100;131;232
1195;5;30;F;350;0.097222222;30;6;175;29166.66667;252;357;591
1196;5;30;F;350;0.097222222;30;10;175;17500;199;257;454
1197;5;30;F;350;0.097222222;30;20;175;8750;143;186;323
1198;5;30;F;350;0.097222222;45;9;262.5;29166.66667;255;327;589
1199;5;30;F;350;0.097222222;45;14;262.5;18750;207;268;470
1200;5;30;F;350;0.097222222;45;24;262.5;10937.5;160;209;359
1201;5;30;F;550;0.152777778;2;6;18.33333333;3055.555556;81;106;188
1202;5;30;F;550;0.152777778;2;10;18.33333333;1833.333333;64;83;147
1203;5;30;F;550;0.152777778;2;20;18.33333333;916.6666667;47;60;106
1204;5;30;F;550;0.152777778;5;5;45.83333333;9166.666667;141;185;324
1205;5;30;F;550;0.152777778;5;10;45.83333333;4583.333333;101;132;233
1206;5;30;F;550;0.152777778;5;20;45.83333333;2291.666667;73;95;168
1207;5;30;F;550;0.152777778;15;5;137.5;27500;245;318;574
1208;5;30;F;550;0.152777778;15;10;137.5;13750;176;229;400
1209;5;30;F;550;0.152777778;15;20;137.5;6875;126;165;288
1210;5;30;F;550;0.152777778;30;9;275;30555.55556;260;335;603
1211;5;30;F;550;0.152777778;30;10;275;27500;248;320;572
1212;5;30;F;550;0.152777778;30;20;275;13750;179;233;401
1213;5;30;F;550;0.152777778;45;14;412.5;29464.28571;258;332;592
1214;5;30;F;550;0.152777778;45;18;412.5;22916.66667;230;296;521
1215;5;30;F;550;0.152777778;45;23;412.5;17934.78261;205;265;462
